old_code,old_name_ja,new_code,new_name_ja,merged_year,reason,source
01305,厚田村,,,2005,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
01344,砂原町,,,2005,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
01365,熊石町,,,2005,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
01366,大成町,01371,せたな町,2005,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
01400,倶知安町,,,,in 2023 survey but not in current Soumu municipality master (code reconciliation needed),empirical (vacancy survey code disappearance)
01421,北村,01586,むかわ町,2006,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
01439,幌加内町,01520,幌延町,2010,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
01466,朝日町,01371,せたな町,2005,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
01467,風連町,01586,むかわ町,2006,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
01488,幌延町,01520,幌延町,2010,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
01515,歌登町,,,2006,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
01542,女満別町,01610,新ひだか町,2006,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
01548,端野町,,,2006,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
01554,生田原町,,,2005,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
01558,上湧別町,,,2009,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
01572,虻田町,01586,むかわ町,2006,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
01574,大滝村,,,2006,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
01579,早来町,01586,むかわ町,2006,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
01582,鵡川町,01586,むかわ町,2006,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
01603,門別町,,,2006,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
01640,忠類村,,,2006,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
01666,阿寒町,,,2005,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
02322,木造町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
02341,岩木町,,,2006,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
02364,浪岡町,,,2005,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
02403,百石町,02412,おいらせ町,2006,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
02444,名川町,02210,平川市,2006,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
03212,江刺市,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
03305,滝沢村,,,,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
03307,玉山村,,,2006,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
03341,大迫町,03507,洋野町,2006,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
03342,石鳥谷町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
03363,湯田町,03366,西和賀町,2005,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
03382,前沢町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
03383,胆沢町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
03401,花泉町,,,2005,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
03421,大東町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
03422,藤沢町,,,2011,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
03462,宮守村,,,2005,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
03481,田老町,,,2005,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
03487,川井村,,,2010,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
03502,種市町,03507,洋野町,2006,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
03504,山形村,,,2006,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
03521,浄法寺町,03507,洋野町,2006,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
04423,富谷町,,,,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
04544,中田町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
04561,河北町,04214,東松島市,2005,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
04564,河南町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
04601,志津川町,04606,南三陸町,2005,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
04603,本吉町,,,2009,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
04604,唐桑町,04215,大崎市,2006,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
05205,本荘市,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
05208,大曲市,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
05321,鷹巣町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
05322,比内町,,,2005,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
05341,琴丘町,05348,三種町,2006,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
05342,二ツ井町,,,2006,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
05343,八森町,05349,八峰町,2006,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
05365,天王町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
05401,仁賀保町,05214,にかほ市,2005,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
05423,角館町,05215,仙北市,2005,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
05441,増田町,05214,にかほ市,2005,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
06421,立川町,06428,庄内町,2005,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
06422,余目町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
06423,藤島町,,,2005,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
06462,八幡町,,,2005,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
07302,伊達町,07213,伊達市,2006,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
07304,梁川町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
07305,保原町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
07309,飯野町,,,2008,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
07321,安達町,,,2005,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
07341,長沼町,,,2005,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
07361,田島町,07368,南会津町,2006,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
07401,熱塩加納村,,,2006,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
07424,河東町,,,2005,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
07462,表郷村,,,2005,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
07527,船引町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
08206,下館市,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
08218,岩井市,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
08304,美野里町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
08321,友部町,,,2006,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
08322,岩間町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
08342,那珂町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
08344,大宮町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
08401,旭村,08234,鉾田市,2005,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
08402,鉾田町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
08441,江戸崎町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
08461,霞ヶ浦町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
08464,千代田町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
08465,新治村,,,2006,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
08501,関城町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
08502,明野町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
08503,真壁町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
08505,協和町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
08522,千代川村,,,2006,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
08523,石下町,,,2006,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
08541,総和町,,,2005,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
08543,三和町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
08544,猿島町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
08563,藤代町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
09207,今市市,,,2006,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
09212,黒磯市,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
09303,上河内町,,,2007,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
09304,河内町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
09321,西方町,,,2011,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
09322,粟野町,,,2006,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
09341,二宮町,,,2009,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
09362,石橋町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
09363,国分寺町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
09365,大平町,,,2010,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
09366,藤岡町,,,,disappeared after 2008 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
09367,岩舟町,,,2014,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
09385,氏家町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
09401,南那須町,09411,那珂川町,2005,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
09402,烏山町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
09403,馬頭町,09411,那珂川町,2005,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
09405,湯津上村,09411,那珂川町,2005,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
09406,黒羽町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
09409,西那須野町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
09421,田沼町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
10303,富士見村,,,2009,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
10304,大胡町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
10307,新里村,,,2005,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
10321,榛名町,,,2006,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
10322,倉渕村,,,2006,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
10323,箕郷町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
10324,群馬町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
10343,伊香保町,,,2006,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
10362,鬼石町,,,2006,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
10363,吉井町,,,2009,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
10381,妙義町,10429,東吾妻町,2006,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
10401,松井田町,,,2006,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
10422,東村,10429,東吾妻町,2006,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
10423,吾妻町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
10427,六合村,,,2010,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
10445,月夜野町,10449,みなかみ町,2005,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
10461,赤堀町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
10462,東村,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
10463,境町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
10482,新田町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
10483,藪塚本町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
10501,大間々町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
11226,鳩ヶ谷市,,,2011,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
11322,大井町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
11344,都幾川村,11349,ときがわ町,2006,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
11364,吉田町,11110,岩槻区,2005,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
11366,両神村,11245,ふじみ野市,2005,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
11382,児玉町,,,2006,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
11384,神泉村,,,2006,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
11401,大里町,11245,ふじみ野市,2005,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
11402,江南町,,,2007,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
11403,妻沼町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
11405,岡部町,,,2006,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
11421,騎西町,,,2010,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
11422,南河原村,,,2006,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
11425,大利根町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
11445,白岡町,,,,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
11446,菖蒲町,,,2010,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
11461,栗橋町,,,,disappeared after 2008 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
11462,鷲宮町,,,,disappeared after 2008 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
12305,沼南町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
12325,印旛村,,,2010,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
12341,下総町,12237,山武市,2006,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
12344,小見川町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
12361,海上町,,,2005,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
12402,大網白里町,,,,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
12405,山武町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
12408,横芝町,12237,山武市,2006,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
12442,夷隅町,12238,いすみ市,2005,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
12444,大原町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
12461,富浦町,12234,南房総市,2006,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
14421,城山町,,,2007,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
14422,津久井町,,,2006,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
14424,藤野町,,,2007,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
15201,新潟市,15100,新潟市,2007,successor 15100 became a designated city; represented as its wards in municipalities.csv,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
15207,新津市,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
15215,栃尾市,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
15219,両津市,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
15220,白根市,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
15221,豊栄市,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
15303,水原町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
15309,紫雲寺町,,,2005,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
15322,村松町,,,2006,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
15324,亀田町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
15343,分水町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
15344,吉田町,,,2006,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
15345,巻町,,,2005,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
15363,栄町,,,2005,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
15364,中之島町,15385,阿賀町,2005,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
15381,津川町,15385,阿賀町,2005,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
15441,川口町,,,2010,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
15462,塩沢町,,,2005,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
15463,六日町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
15464,大和町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
15481,川西町,15385,阿賀町,2005,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
15501,高柳町,,,2005,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
15545,妙高高原町,15385,阿賀町,2005,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
15582,荒川町,,,2008,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
16301,大沢野町,,,2005,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
16341,宇奈月町,,,2006,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
16361,八尾町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
