station_id,operator,year,passenger_journeys,includes_alighting,source_survey_id
st_00001,"Transportation Bureau, City of Yokohama",2000,28805,true,odpt.PassengerSurvey:YokohamaMunicipal.Shonandai
st_00001,"Transportation Bureau, City of Yokohama",2001,33238,true,odpt.PassengerSurvey:YokohamaMunicipal.Shonandai
st_00001,"Transportation Bureau, City of Yokohama",2002,37013,true,odpt.PassengerSurvey:YokohamaMunicipal.Shonandai
st_00001,"Transportation Bureau, City of Yokohama",2003,39670,true,odpt.PassengerSurvey:YokohamaMunicipal.Shonandai
st_00001,"Transportation Bureau, City of Yokohama",2004,42439,true,odpt.PassengerSurvey:YokohamaMunicipal.Shonandai
st_00001,"Transportation Bureau, City of Yokohama",2005,45235,true,odpt.PassengerSurvey:YokohamaMunicipal.Shonandai
st_00001,"Transportation Bureau, City of Yokohama",2006,46827,true,odpt.PassengerSurvey:YokohamaMunicipal.Shonandai
st_00001,"Transportation Bureau, City of Yokohama",2007,47775,true,odpt.PassengerSurvey:YokohamaMunicipal.Shonandai
st_00001,"Transportation Bureau, City of Yokohama",2008,43674,true,odpt.PassengerSurvey:YokohamaMunicipal.Shonandai
st_00001,"Transportation Bureau, City of Yokohama",2009,43115,true,odpt.PassengerSurvey:YokohamaMunicipal.Shonandai
st_00001,"Transportation Bureau, City of Yokohama",2010,44431,true,odpt.PassengerSurvey:YokohamaMunicipal.Shonandai
st_00001,"Transportation Bureau, City of Yokohama",2011,44726,true,odpt.PassengerSurvey:YokohamaMunicipal.Shonandai
st_00001,"Transportation Bureau, City of Yokohama",2012,45780,true,odpt.PassengerSurvey:YokohamaMunicipal.Shonandai
st_00001,"Transportation Bureau, City of Yokohama",2013,47408,true,odpt.PassengerSurvey:YokohamaMunicipal.Shonandai
st_00001,"Transportation Bureau, City of Yokohama",2014,46924,true,odpt.PassengerSurvey:YokohamaMunicipal.Shonandai
st_00001,"Transportation Bureau, City of Yokohama",2015,47371,true,odpt.PassengerSurvey:YokohamaMunicipal.Shonandai
st_00001,"Transportation Bureau, City of Yokohama",2016,48499,true,odpt.PassengerSurvey:YokohamaMunicipal.Shonandai
st_00001,"Transportation Bureau, City of Yokohama",2017,48799,true,odpt.PassengerSurvey:YokohamaMunicipal.Shonandai
st_00001,"Transportation Bureau, City of Yokohama",2018,49389,true,odpt.PassengerSurvey:YokohamaMunicipal.Shonandai
st_00001,"Transportation Bureau, City of Yokohama",2019,48023,true,odpt.PassengerSurvey:YokohamaMunicipal.Shonandai
st_00001,"Transportation Bureau, City of Yokohama",2020,34875,true,odpt.PassengerSurvey:YokohamaMunicipal.Shonandai
st_00001,"Transportation Bureau, City of Yokohama",2021,39650,true,odpt.PassengerSurvey:YokohamaMunicipal.Shonandai
st_00001,"Transportation Bureau, City of Yokohama",2022,43336,true,odpt.PassengerSurvey:YokohamaMunicipal.Shonandai
st_00001,"Transportation Bureau, City of Yokohama",2023,44402,true,odpt.PassengerSurvey:YokohamaMunicipal.Shonandai
st_00001,"Transportation Bureau, City of Yokohama",2024,45240,true,odpt.PassengerSurvey:YokohamaMunicipal.Shonandai
st_00001,"Transportation Bureau, City of Yokohama",2025,46929,true,odpt.PassengerSurvey:YokohamaMunicipal.Shonandai
st_00002,"Transportation Bureau, City of Yokohama",2000,63950,true,odpt.PassengerSurvey:YokohamaMunicipal.Totsuka
st_00002,"Transportation Bureau, City of Yokohama",2001,67318,true,odpt.PassengerSurvey:YokohamaMunicipal.Totsuka
st_00002,"Transportation Bureau, City of Yokohama",2002,69195,true,odpt.PassengerSurvey:YokohamaMunicipal.Totsuka
st_00002,"Transportation Bureau, City of Yokohama",2003,71115,true,odpt.PassengerSurvey:YokohamaMunicipal.Totsuka
st_00002,"Transportation Bureau, City of Yokohama",2004,73012,true,odpt.PassengerSurvey:YokohamaMunicipal.Totsuka
st_00002,"Transportation Bureau, City of Yokohama",2005,74885,true,odpt.PassengerSurvey:YokohamaMunicipal.Totsuka
st_00002,"Transportation Bureau, City of Yokohama",2006,76544,true,odpt.PassengerSurvey:YokohamaMunicipal.Totsuka
st_00002,"Transportation Bureau, City of Yokohama",2007,78979,true,odpt.PassengerSurvey:YokohamaMunicipal.Totsuka
st_00002,"Transportation Bureau, City of Yokohama",2008,80507,true,odpt.PassengerSurvey:YokohamaMunicipal.Totsuka
st_00002,"Transportation Bureau, City of Yokohama",2009,81561,true,odpt.PassengerSurvey:YokohamaMunicipal.Totsuka
st_00002,"Transportation Bureau, City of Yokohama",2010,83296,true,odpt.PassengerSurvey:YokohamaMunicipal.Totsuka
st_00002,"Transportation Bureau, City of Yokohama",2011,83509,true,odpt.PassengerSurvey:YokohamaMunicipal.Totsuka
st_00002,"Transportation Bureau, City of Yokohama",2012,84981,true,odpt.PassengerSurvey:YokohamaMunicipal.Totsuka
st_00002,"Transportation Bureau, City of Yokohama",2013,86948,true,odpt.PassengerSurvey:YokohamaMunicipal.Totsuka
st_00002,"Transportation Bureau, City of Yokohama",2014,87837,true,odpt.PassengerSurvey:YokohamaMunicipal.Totsuka
st_00002,"Transportation Bureau, City of Yokohama",2015,88698,true,odpt.PassengerSurvey:YokohamaMunicipal.Totsuka
st_00002,"Transportation Bureau, City of Yokohama",2016,89463,true,odpt.PassengerSurvey:YokohamaMunicipal.Totsuka
st_00002,"Transportation Bureau, City of Yokohama",2017,89349,true,odpt.PassengerSurvey:YokohamaMunicipal.Totsuka
st_00002,"Transportation Bureau, City of Yokohama",2018,90133,true,odpt.PassengerSurvey:YokohamaMunicipal.Totsuka
st_00002,"Transportation Bureau, City of Yokohama",2019,88836,true,odpt.PassengerSurvey:YokohamaMunicipal.Totsuka
st_00002,"Transportation Bureau, City of Yokohama",2020,63850,true,odpt.PassengerSurvey:YokohamaMunicipal.Totsuka
st_00002,"Transportation Bureau, City of Yokohama",2021,70441,true,odpt.PassengerSurvey:YokohamaMunicipal.Totsuka
st_00002,"Transportation Bureau, City of Yokohama",2022,77204,true,odpt.PassengerSurvey:YokohamaMunicipal.Totsuka
st_00002,"Transportation Bureau, City of Yokohama",2023,80540,true,odpt.PassengerSurvey:YokohamaMunicipal.Totsuka
st_00002,"Transportation Bureau, City of Yokohama",2024,82898,true,odpt.PassengerSurvey:YokohamaMunicipal.Totsuka
st_00002,"Transportation Bureau, City of Yokohama",2025,87263,true,odpt.PassengerSurvey:YokohamaMunicipal.Totsuka
st_00003,"Transportation Bureau, City of Yokohama",2000,14569,true,odpt.PassengerSurvey:YokohamaMunicipal.KonanChuo
st_00003,"Transportation Bureau, City of Yokohama",2001,15083,true,odpt.PassengerSurvey:YokohamaMunicipal.KonanChuo
st_00003,"Transportation Bureau, City of Yokohama",2002,15002,true,odpt.PassengerSurvey:YokohamaMunicipal.KonanChuo
st_00003,"Transportation Bureau, City of Yokohama",2003,15222,true,odpt.PassengerSurvey:YokohamaMunicipal.KonanChuo
st_00003,"Transportation Bureau, City of Yokohama",2004,14995,true,odpt.PassengerSurvey:YokohamaMunicipal.KonanChuo
st_00003,"Transportation Bureau, City of Yokohama",2005,15079,true,odpt.PassengerSurvey:YokohamaMunicipal.KonanChuo
st_00003,"Transportation Bureau, City of Yokohama",2006,14718,true,odpt.PassengerSurvey:YokohamaMunicipal.KonanChuo
st_00003,"Transportation Bureau, City of Yokohama",2007,14325,true,odpt.PassengerSurvey:YokohamaMunicipal.KonanChuo
st_00003,"Transportation Bureau, City of Yokohama",2008,16084,true,odpt.PassengerSurvey:YokohamaMunicipal.KonanChuo
st_00003,"Transportation Bureau, City of Yokohama",2009,16721,true,odpt.PassengerSurvey:YokohamaMunicipal.KonanChuo
st_00003,"Transportation Bureau, City of Yokohama",2010,16790,true,odpt.PassengerSurvey:YokohamaMunicipal.KonanChuo
st_00003,"Transportation Bureau, City of Yokohama",2011,17037,true,odpt.PassengerSurvey:YokohamaMunicipal.KonanChuo
st_00003,"Transportation Bureau, City of Yokohama",2012,17407,true,odpt.PassengerSurvey:YokohamaMunicipal.KonanChuo
st_00003,"Transportation Bureau, City of Yokohama",2013,17717,true,odpt.PassengerSurvey:YokohamaMunicipal.KonanChuo
st_00003,"Transportation Bureau, City of Yokohama",2014,18227,true,odpt.PassengerSurvey:YokohamaMunicipal.KonanChuo
st_00003,"Transportation Bureau, City of Yokohama",2015,18424,true,odpt.PassengerSurvey:YokohamaMunicipal.KonanChuo
st_00003,"Transportation Bureau, City of Yokohama",2016,18568,true,odpt.PassengerSurvey:YokohamaMunicipal.KonanChuo
st_00003,"Transportation Bureau, City of Yokohama",2017,18499,true,odpt.PassengerSurvey:YokohamaMunicipal.KonanChuo
st_00003,"Transportation Bureau, City of Yokohama",2018,19042,true,odpt.PassengerSurvey:YokohamaMunicipal.KonanChuo
st_00003,"Transportation Bureau, City of Yokohama",2019,19627,true,odpt.PassengerSurvey:YokohamaMunicipal.KonanChuo
st_00003,"Transportation Bureau, City of Yokohama",2020,15323,true,odpt.PassengerSurvey:YokohamaMunicipal.KonanChuo
st_00003,"Transportation Bureau, City of Yokohama",2021,16219,true,odpt.PassengerSurvey:YokohamaMunicipal.KonanChuo
st_00003,"Transportation Bureau, City of Yokohama",2022,17242,true,odpt.PassengerSurvey:YokohamaMunicipal.KonanChuo
st_00003,"Transportation Bureau, City of Yokohama",2023,17809,true,odpt.PassengerSurvey:YokohamaMunicipal.KonanChuo
st_00003,"Transportation Bureau, City of Yokohama",2024,17987,true,odpt.PassengerSurvey:YokohamaMunicipal.KonanChuo
st_00003,"Transportation Bureau, City of Yokohama",2025,19933,true,odpt.PassengerSurvey:YokohamaMunicipal.KonanChuo
st_00004,"Transportation Bureau, City of Yokohama",2000,32342,true,odpt.PassengerSurvey:YokohamaMunicipal.Kaminagaya
st_00004,"Transportation Bureau, City of Yokohama",2001,32914,true,odpt.PassengerSurvey:YokohamaMunicipal.Kaminagaya
st_00004,"Transportation Bureau, City of Yokohama",2002,32846,true,odpt.PassengerSurvey:YokohamaMunicipal.Kaminagaya
st_00004,"Transportation Bureau, City of Yokohama",2003,33021,true,odpt.PassengerSurvey:YokohamaMunicipal.Kaminagaya
st_00004,"Transportation Bureau, City of Yokohama",2004,33151,true,odpt.PassengerSurvey:YokohamaMunicipal.Kaminagaya
st_00004,"Transportation Bureau, City of Yokohama",2005,33468,true,odpt.PassengerSurvey:YokohamaMunicipal.Kaminagaya
st_00004,"Transportation Bureau, City of Yokohama",2006,33961,true,odpt.PassengerSurvey:YokohamaMunicipal.Kaminagaya
st_00004,"Transportation Bureau, City of Yokohama",2007,34736,true,odpt.PassengerSurvey:YokohamaMunicipal.Kaminagaya
st_00004,"Transportation Bureau, City of Yokohama",2008,37462,true,odpt.PassengerSurvey:YokohamaMunicipal.Kaminagaya
st_00004,"Transportation Bureau, City of Yokohama",2009,38164,true,odpt.PassengerSurvey:YokohamaMunicipal.Kaminagaya
st_00004,"Transportation Bureau, City of Yokohama",2010,37699,true,odpt.PassengerSurvey:YokohamaMunicipal.Kaminagaya
st_00004,"Transportation Bureau, City of Yokohama",2011,37682,true,odpt.PassengerSurvey:YokohamaMunicipal.Kaminagaya
st_00004,"Transportation Bureau, City of Yokohama",2012,37902,true,odpt.PassengerSurvey:YokohamaMunicipal.Kaminagaya
st_00004,"Transportation Bureau, City of Yokohama",2013,38285,true,odpt.PassengerSurvey:YokohamaMunicipal.Kaminagaya
st_00004,"Transportation Bureau, City of Yokohama",2014,36680,true,odpt.PassengerSurvey:YokohamaMunicipal.Kaminagaya
st_00004,"Transportation Bureau, City of Yokohama",2015,37319,true,odpt.PassengerSurvey:YokohamaMunicipal.Kaminagaya
st_00004,"Transportation Bureau, City of Yokohama",2016,37623,true,odpt.PassengerSurvey:YokohamaMunicipal.Kaminagaya
st_00004,"Transportation Bureau, City of Yokohama",2017,36936,true,odpt.PassengerSurvey:YokohamaMunicipal.Kaminagaya
st_00004,"Transportation Bureau, City of Yokohama",2018,37684,true,odpt.PassengerSurvey:YokohamaMunicipal.Kaminagaya
st_00004,"Transportation Bureau, City of Yokohama",2019,37146,true,odpt.PassengerSurvey:YokohamaMunicipal.Kaminagaya
st_00004,"Transportation Bureau, City of Yokohama",2020,29113,true,odpt.PassengerSurvey:YokohamaMunicipal.Kaminagaya
st_00004,"Transportation Bureau, City of Yokohama",2021,31275,true,odpt.PassengerSurvey:YokohamaMunicipal.Kaminagaya
st_00004,"Transportation Bureau, City of Yokohama",2022,33398,true,odpt.PassengerSurvey:YokohamaMunicipal.Kaminagaya
st_00004,"Transportation Bureau, City of Yokohama",2023,33251,true,odpt.PassengerSurvey:YokohamaMunicipal.Kaminagaya
st_00004,"Transportation Bureau, City of Yokohama",2024,33250,true,odpt.PassengerSurvey:YokohamaMunicipal.Kaminagaya
st_00004,"Transportation Bureau, City of Yokohama",2025,35437,true,odpt.PassengerSurvey:YokohamaMunicipal.Kaminagaya
st_00005,"Transportation Bureau, City of Yokohama",2000,3674,true,odpt.PassengerSurvey:YokohamaMunicipal.Maioka
st_00005,"Transportation Bureau, City of Yokohama",2001,4025,true,odpt.PassengerSurvey:YokohamaMunicipal.Maioka
st_00005,"Transportation Bureau, City of Yokohama",2002,3937,true,odpt.PassengerSurvey:YokohamaMunicipal.Maioka
st_00005,"Transportation Bureau, City of Yokohama",2003,3900,true,odpt.PassengerSurvey:YokohamaMunicipal.Maioka
st_00005,"Transportation Bureau, City of Yokohama",2004,3822,true,odpt.PassengerSurvey:YokohamaMunicipal.Maioka
st_00005,"Transportation Bureau, City of Yokohama",2005,3898,true,odpt.PassengerSurvey:YokohamaMunicipal.Maioka
st_00005,"Transportation Bureau, City of Yokohama",2006,4103,true,odpt.PassengerSurvey:YokohamaMunicipal.Maioka
st_00005,"Transportation Bureau, City of Yokohama",2007,4041,true,odpt.PassengerSurvey:YokohamaMunicipal.Maioka
st_00005,"Transportation Bureau, City of Yokohama",2008,4445,true,odpt.PassengerSurvey:YokohamaMunicipal.Maioka
st_00005,"Transportation Bureau, City of Yokohama",2009,4649,true,odpt.PassengerSurvey:YokohamaMunicipal.Maioka
st_00005,"Transportation Bureau, City of Yokohama",2010,4827,true,odpt.PassengerSurvey:YokohamaMunicipal.Maioka
st_00005,"Transportation Bureau, City of Yokohama",2011,4807,true,odpt.PassengerSurvey:YokohamaMunicipal.Maioka
st_00005,"Transportation Bureau, City of Yokohama",2012,4817,true,odpt.PassengerSurvey:YokohamaMunicipal.Maioka
st_00005,"Transportation Bureau, City of Yokohama",2013,5024,true,odpt.PassengerSurvey:YokohamaMunicipal.Maioka
st_00005,"Transportation Bureau, City of Yokohama",2014,4982,true,odpt.PassengerSurvey:YokohamaMunicipal.Maioka
st_00005,"Transportation Bureau, City of Yokohama",2015,5438,true,odpt.PassengerSurvey:YokohamaMunicipal.Maioka
st_00005,"Transportation Bureau, City of Yokohama",2016,5548,true,odpt.PassengerSurvey:YokohamaMunicipal.Maioka
st_00005,"Transportation Bureau, City of Yokohama",2017,5419,true,odpt.PassengerSurvey:YokohamaMunicipal.Maioka
st_00005,"Transportation Bureau, City of Yokohama",2018,5445,true,odpt.PassengerSurvey:YokohamaMunicipal.Maioka
st_00005,"Transportation Bureau, City of Yokohama",2019,5667,true,odpt.PassengerSurvey:YokohamaMunicipal.Maioka
st_00005,"Transportation Bureau, City of Yokohama",2020,4469,true,odpt.PassengerSurvey:YokohamaMunicipal.Maioka
st_00005,"Transportation Bureau, City of Yokohama",2021,4660,true,odpt.PassengerSurvey:YokohamaMunicipal.Maioka
st_00005,"Transportation Bureau, City of Yokohama",2022,5000,true,odpt.PassengerSurvey:YokohamaMunicipal.Maioka
st_00005,"Transportation Bureau, City of Yokohama",2023,5130,true,odpt.PassengerSurvey:YokohamaMunicipal.Maioka
st_00005,"Transportation Bureau, City of Yokohama",2024,5405,true,odpt.PassengerSurvey:YokohamaMunicipal.Maioka
st_00005,"Transportation Bureau, City of Yokohama",2025,5625,true,odpt.PassengerSurvey:YokohamaMunicipal.Maioka
st_00006,"Transportation Bureau, City of Yokohama",2000,10213,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimonagaya
st_00006,"Transportation Bureau, City of Yokohama",2001,10351,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimonagaya
st_00006,"Transportation Bureau, City of Yokohama",2002,10475,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimonagaya
st_00006,"Transportation Bureau, City of Yokohama",2003,10646,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimonagaya
st_00006,"Transportation Bureau, City of Yokohama",2004,10536,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimonagaya
st_00006,"Transportation Bureau, City of Yokohama",2005,10785,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimonagaya
st_00006,"Transportation Bureau, City of Yokohama",2006,10748,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimonagaya
st_00006,"Transportation Bureau, City of Yokohama",2007,10647,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimonagaya
st_00006,"Transportation Bureau, City of Yokohama",2008,11001,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimonagaya
st_00006,"Transportation Bureau, City of Yokohama",2009,10991,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimonagaya
st_00006,"Transportation Bureau, City of Yokohama",2010,10911,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimonagaya
st_00006,"Transportation Bureau, City of Yokohama",2011,10820,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimonagaya
st_00006,"Transportation Bureau, City of Yokohama",2012,10787,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimonagaya
st_00006,"Transportation Bureau, City of Yokohama",2013,11039,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimonagaya
st_00006,"Transportation Bureau, City of Yokohama",2014,10827,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimonagaya
st_00006,"Transportation Bureau, City of Yokohama",2015,10741,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimonagaya
st_00006,"Transportation Bureau, City of Yokohama",2016,11041,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimonagaya
st_00006,"Transportation Bureau, City of Yokohama",2017,11225,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimonagaya
st_00006,"Transportation Bureau, City of Yokohama",2018,11482,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimonagaya
st_00006,"Transportation Bureau, City of Yokohama",2019,11361,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimonagaya
st_00006,"Transportation Bureau, City of Yokohama",2020,8976,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimonagaya
st_00006,"Transportation Bureau, City of Yokohama",2021,9762,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimonagaya
st_00006,"Transportation Bureau, City of Yokohama",2022,10384,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimonagaya
st_00006,"Transportation Bureau, City of Yokohama",2023,10397,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimonagaya
st_00006,"Transportation Bureau, City of Yokohama",2024,9850,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimonagaya
st_00006,"Transportation Bureau, City of Yokohama",2025,10642,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimonagaya
st_00007,"Transportation Bureau, City of Yokohama",2000,2888,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimoiida
st_00007,"Transportation Bureau, City of Yokohama",2001,3151,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimoiida
st_00007,"Transportation Bureau, City of Yokohama",2002,3438,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimoiida
st_00007,"Transportation Bureau, City of Yokohama",2003,3704,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimoiida
st_00007,"Transportation Bureau, City of Yokohama",2004,3935,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimoiida
st_00007,"Transportation Bureau, City of Yokohama",2005,4076,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimoiida
st_00007,"Transportation Bureau, City of Yokohama",2006,4683,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimoiida
st_00007,"Transportation Bureau, City of Yokohama",2007,4927,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimoiida
st_00007,"Transportation Bureau, City of Yokohama",2008,5097,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimoiida
st_00007,"Transportation Bureau, City of Yokohama",2009,5321,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimoiida
st_00007,"Transportation Bureau, City of Yokohama",2010,5591,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimoiida
st_00007,"Transportation Bureau, City of Yokohama",2011,5508,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimoiida
st_00007,"Transportation Bureau, City of Yokohama",2012,5540,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimoiida
st_00007,"Transportation Bureau, City of Yokohama",2013,5958,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimoiida
st_00007,"Transportation Bureau, City of Yokohama",2014,6020,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimoiida
st_00007,"Transportation Bureau, City of Yokohama",2015,6222,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimoiida
st_00007,"Transportation Bureau, City of Yokohama",2016,6417,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimoiida
st_00007,"Transportation Bureau, City of Yokohama",2017,6494,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimoiida
st_00007,"Transportation Bureau, City of Yokohama",2018,6591,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimoiida
st_00007,"Transportation Bureau, City of Yokohama",2019,6570,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimoiida
st_00007,"Transportation Bureau, City of Yokohama",2020,5046,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimoiida
st_00007,"Transportation Bureau, City of Yokohama",2021,5279,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimoiida
st_00007,"Transportation Bureau, City of Yokohama",2022,5864,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimoiida
st_00007,"Transportation Bureau, City of Yokohama",2023,6311,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimoiida
st_00007,"Transportation Bureau, City of Yokohama",2024,8589,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimoiida
st_00007,"Transportation Bureau, City of Yokohama",2025,10315,true,odpt.PassengerSurvey:YokohamaMunicipal.Shimoiida
st_00008,"Transportation Bureau, City of Yokohama",2000,11682,true,odpt.PassengerSurvey:YokohamaMunicipal.Odoriba
st_00008,"Transportation Bureau, City of Yokohama",2001,12907,true,odpt.PassengerSurvey:YokohamaMunicipal.Odoriba
st_00008,"Transportation Bureau, City of Yokohama",2002,14015,true,odpt.PassengerSurvey:YokohamaMunicipal.Odoriba
st_00008,"Transportation Bureau, City of Yokohama",2003,14635,true,odpt.PassengerSurvey:YokohamaMunicipal.Odoriba
st_00008,"Transportation Bureau, City of Yokohama",2004,14945,true,odpt.PassengerSurvey:YokohamaMunicipal.Odoriba
st_00008,"Transportation Bureau, City of Yokohama",2005,15155,true,odpt.PassengerSurvey:YokohamaMunicipal.Odoriba
st_00008,"Transportation Bureau, City of Yokohama",2006,15176,true,odpt.PassengerSurvey:YokohamaMunicipal.Odoriba
st_00008,"Transportation Bureau, City of Yokohama",2007,15383,true,odpt.PassengerSurvey:YokohamaMunicipal.Odoriba
st_00008,"Transportation Bureau, City of Yokohama",2008,17511,true,odpt.PassengerSurvey:YokohamaMunicipal.Odoriba
st_00008,"Transportation Bureau, City of Yokohama",2009,17933,true,odpt.PassengerSurvey:YokohamaMunicipal.Odoriba
st_00008,"Transportation Bureau, City of Yokohama",2010,17915,true,odpt.PassengerSurvey:YokohamaMunicipal.Odoriba
st_00008,"Transportation Bureau, City of Yokohama",2011,17439,true,odpt.PassengerSurvey:YokohamaMunicipal.Odoriba
st_00008,"Transportation Bureau, City of Yokohama",2012,17468,true,odpt.PassengerSurvey:YokohamaMunicipal.Odoriba
st_00008,"Transportation Bureau, City of Yokohama",2013,18097,true,odpt.PassengerSurvey:YokohamaMunicipal.Odoriba
st_00008,"Transportation Bureau, City of Yokohama",2014,18223,true,odpt.PassengerSurvey:YokohamaMunicipal.Odoriba
st_00008,"Transportation Bureau, City of Yokohama",2015,18381,true,odpt.PassengerSurvey:YokohamaMunicipal.Odoriba
st_00008,"Transportation Bureau, City of Yokohama",2016,18781,true,odpt.PassengerSurvey:YokohamaMunicipal.Odoriba
st_00008,"Transportation Bureau, City of Yokohama",2017,18847,true,odpt.PassengerSurvey:YokohamaMunicipal.Odoriba
st_00008,"Transportation Bureau, City of Yokohama",2018,18901,true,odpt.PassengerSurvey:YokohamaMunicipal.Odoriba
st_00008,"Transportation Bureau, City of Yokohama",2019,19146,true,odpt.PassengerSurvey:YokohamaMunicipal.Odoriba
st_00008,"Transportation Bureau, City of Yokohama",2020,14379,true,odpt.PassengerSurvey:YokohamaMunicipal.Odoriba
st_00008,"Transportation Bureau, City of Yokohama",2021,15539,true,odpt.PassengerSurvey:YokohamaMunicipal.Odoriba
st_00008,"Transportation Bureau, City of Yokohama",2022,16367,true,odpt.PassengerSurvey:YokohamaMunicipal.Odoriba
st_00008,"Transportation Bureau, City of Yokohama",2023,17097,true,odpt.PassengerSurvey:YokohamaMunicipal.Odoriba
st_00008,"Transportation Bureau, City of Yokohama",2024,17863,true,odpt.PassengerSurvey:YokohamaMunicipal.Odoriba
st_00008,"Transportation Bureau, City of Yokohama",2025,19039,true,odpt.PassengerSurvey:YokohamaMunicipal.Odoriba
st_00009,"Transportation Bureau, City of Yokohama",2000,68218,true,odpt.PassengerSurvey:YokohamaMunicipal.Kamiooka
st_00009,"Transportation Bureau, City of Yokohama",2001,70202,true,odpt.PassengerSurvey:YokohamaMunicipal.Kamiooka
st_00009,"Transportation Bureau, City of Yokohama",2002,70141,true,odpt.PassengerSurvey:YokohamaMunicipal.Kamiooka
st_00009,"Transportation Bureau, City of Yokohama",2003,70748,true,odpt.PassengerSurvey:YokohamaMunicipal.Kamiooka
st_00009,"Transportation Bureau, City of Yokohama",2004,71014,true,odpt.PassengerSurvey:YokohamaMunicipal.Kamiooka
st_00009,"Transportation Bureau, City of Yokohama",2005,71517,true,odpt.PassengerSurvey:YokohamaMunicipal.Kamiooka
st_00009,"Transportation Bureau, City of Yokohama",2006,73431,true,odpt.PassengerSurvey:YokohamaMunicipal.Kamiooka
st_00009,"Transportation Bureau, City of Yokohama",2007,74614,true,odpt.PassengerSurvey:YokohamaMunicipal.Kamiooka
st_00009,"Transportation Bureau, City of Yokohama",2008,66230,true,odpt.PassengerSurvey:YokohamaMunicipal.Kamiooka
st_00009,"Transportation Bureau, City of Yokohama",2009,70555,true,odpt.PassengerSurvey:YokohamaMunicipal.Kamiooka
st_00009,"Transportation Bureau, City of Yokohama",2010,70964,true,odpt.PassengerSurvey:YokohamaMunicipal.Kamiooka
st_00009,"Transportation Bureau, City of Yokohama",2011,68803,true,odpt.PassengerSurvey:YokohamaMunicipal.Kamiooka
st_00009,"Transportation Bureau, City of Yokohama",2012,69975,true,odpt.PassengerSurvey:YokohamaMunicipal.Kamiooka
st_00009,"Transportation Bureau, City of Yokohama",2013,71870,true,odpt.PassengerSurvey:YokohamaMunicipal.Kamiooka
st_00009,"Transportation Bureau, City of Yokohama",2014,71170,true,odpt.PassengerSurvey:YokohamaMunicipal.Kamiooka
st_00009,"Transportation Bureau, City of Yokohama",2015,73731,true,odpt.PassengerSurvey:YokohamaMunicipal.Kamiooka
st_00009,"Transportation Bureau, City of Yokohama",2016,74741,true,odpt.PassengerSurvey:YokohamaMunicipal.Kamiooka
st_00009,"Transportation Bureau, City of Yokohama",2017,74722,true,odpt.PassengerSurvey:YokohamaMunicipal.Kamiooka
